Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,Description,AdoptionSpeed,Images,Breed
Cat,2.0,Male,Black,White,Unknown,Small,Yes,No,Yes,No,Healthy,0.0,Theodore is looking for new loving family who can give a forever home. He is very active and only boy the siblings. He is good with other cats and toilet trained. He has very cute curly tail and very healthy. If you are interested please email me at,1.0,96a0b8d03-1.jpg,Tuxedo
Dog,24.0,Male,Brown,Cream,White,Medium,Yes,Unknown,Unknown,No,Healthy,0.0,"Peanut was found lepaking around my housing area SS4 since Dec . We believe he was an abandoned dog as he was in good condition. We decided to keep him till his owner found him but there were no news for the past 2 months even after we post his photo in lost dog section. So, we are putting him for adoption as we couldn't keep him. He is a sweetie pie and he deserve a better home.",3.0,235a61374-1.jpg,Mixed_Breed
Cat,12.0,Female,Black,White,Unknown,Medium,No,Unknown,Unknown,Unknown,Healthy,0.0,"Very manja and gentle stray cat found, we would really like to find a home for it because we cannot keep her for ourselves for long. Has a very cute high pitch but soft meow. Please contact me if you would be interested in adopting.",4.0,7a0942d61-1.jpg,Domestic_Medium_Hair
Dog,5.0,Female,Brown,White,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Hye....I'm HOPE...I'm a 5 month old female...Has been sometimes I have been hoping that someone will come forward and give me a HOME which I deserve.. if you wanna give me a hope, please call..",3.0,db27a0a42-1.jpg,Mixed_Breed
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,A real cute girl up for adoption. She was rescued in front of ISKL. She was playing with her brothers and sisters. Please open your hearts out to her. Please call immediately. A must view,2.0,2ef8bed36-1.jpg,Mixed_Breed
Dog,2.0,Male,White,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"One perished, three remains!!!! All male puppies about 2 months old. They are now being housed in an apartment, Puchong by the rescuer ... And need find homes urgently! Please call auntie Kim if you can provide them with a home (and promise to neuter them when they are older). +",1.0,1ffb40e20-1.jpg,Mixed_Breed
Dog,3.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,I am intelligent and active. I am looking for a forever home. Commitment to spay me is compulsory. If u are intetested to adopt her. Pls contact Amy,3.0,f1b4a123f-1.jpg,Shiba_Inu
Cat,2.0,Male,Black,White,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Kasik is 2 month. Very beautiful, very lovely and playfull kitten. He is the most quiet and friendly. Toilet trained. Looking for a very loving people to adopt him. Not for keeping in cage. Adopter must vaccinate.",3.0,a8cfb849e-8.jpg,Domestic_Short_Hair
Dog,1.0,Male,Black,Brown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Healthy puppy looking for a home sweet home. No tying or caging for long hours except for precautionary purposes. Reimbursement of vaccination and deworm upon adoption. Interested to adopt pls contact Amy Ang -,3.0,9817c3ef1-2.jpg,Mixed_Breed
Dog,2.0,Male,Black,Brown,White,Medium,Yes,Unknown,Unknown,No,Healthy,0.0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt. Pls contact Joyceline,1.0,e42a8863f-1.jpg,Mixed_Breed
Cat,18.0,Female,Black,Golden,White,Medium,No,Yes,No,No,Healthy,0.0,"My mother found it on the street. She was skinny, dirty, etc. Took her in and cared for her for almost a year and she's healthy and up for adoption. Very manja.",4.0,7bead49ed-4.jpg,Domestic_Medium_Hair
Dog,72.0,Female,Black,Brown,Unknown,Extra Large,No,Unknown,Unknown,Yes,Healthy,0.0,Rotti girl with MKA certificate looking for a forever home. Reimbursement of spaying fee is compulsory. Interested to adopt pls contact Rachel,3.0,92fae4396-1.jpg,Rottweiler
Dog,12.0,Female,Black,Yellow,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"A nearby resident saw her 3 months ago with a few newborn puppies under a tree. Looking at her body condition which is healthy and well fed, the Vet believed that she must have been a missing dog. She take care of the puppies very well even though as a young mother. We rescue her and put her in a boarding vet clinic because the resident that she seek shelter in front of the house threaten to call dog catcher as he hates dogs.She is very tame and friendly but bark if strangers come near the house. She should make a good companion to the owner. No tying and caging for long hours except for precautionary purposes.",3.0,07ae95ddc-4.jpg,Doberman_Pinscher
Dog,60.0,Female,Black,White,Unknown,Small,Yes,Yes,Yes,No,Healthy,100.0,"Quiet loving adult Chihuahua looking for a good home! Dog's Name: ""Pumpkin"" Age: 5 years old Sex: Female Breed: Purebred Chihuahua Coat Type: Short Hair Size: Approx. 2.5kgs Adoption Fee*: RM *Adoption fee will be refunded upon proof of spaying. Quiet well behaved adult chihuahua. House trained to potty in a tray. She is looking for a new home that will love her and be kind to her. Prefer adult home or home without young children. ""Pumpkin"" has suffered an eye injury when she was a puppy. Does not affect her or hurt her in any way now, but does make her right eye look milky/cloudy. You can see in the close up pic below. ""Pumpkin"" is available for viewing in Penang. However, I do travel frequently to KL so I can always bring her down to KL with me FOC. If you would like to provide ""Pumpkin"" with a new forever home or have further questions, please contact me at. Thanks.",1.0,f477f306f-2.jpg,Chihuahua
Cat,42.0,Male,Cream,Unknown,Unknown,Medium,No,Yes,Unknown,No,Healthy,0.0,i adopt her 3 years a go but now i dont have good situation to keep her.,4.0,aa0e8c199-1.jpg,Persian
Cat,1.0,Female,Black,Golden,White,Medium,Yes,No,No,No,Healthy,0.0,"Kenit (that's the temporary name we gave her coz she's small now) came to our home meowing coz she's hungry. We gave her food and wiped her clean. Since then she 's been with us (almost 2 weeks now). Very manja, and likes to follow our feet and rub against it. Also a lap cat coz he likes to sleep in our lap when we watch tv. Very loving cat, makes a great and loyal companion. Very cute and active too.",1.0,4c631dbf7-1.jpg,Domestic_Short_Hair
Dog,12.0,Male,Brown,Unknown,Unknown,Large,Yes,Yes,Yes,Yes,Healthy,0.0,"Actually,Siao Loong (Little Dragon )is rescued from Ketam Village,Pulau Ketam itself.He was dumped ""Underneath "" ie. below the human platforms. He is only half Great Dane you see. They breed them there !!!!! He is Manificient, handsome,lean & gentlelike a Dane. Beautiful creature unfairly victimised. He still has much to grow & needs lots of love of reassurance & exercises. Love him ? Take him home. call",4.0,7d1030b42-2.jpg,Great_Dane
Cat,6.0,Female,Black,White,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,有人可以給孩子們一個家嗎？ 有養貓經驗者優先........ Whatsapp,4.0,c37d5c957-4.jpg,Domestic_Short_Hair
Dog,24.0,Male,Black,Brown,White,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Let me introduce you to Octo, just like in many cases, saved from the pound and fostered by a good samiritan. Unfortunately Octo was infested with ticks from the pound obviously and nearly died of tick fever. Octo is now at the vet undergoing treatment and after 10 days he is a jolly fellow. We will neuter and vaccinate him and Octo will be ready for adoption soon. Believe me, Octo will be a therapy for anyone suffering from depression due to his happy nature. Please give Octo a home and be blessed!!!! Those interested please call ",2.0,fdbc1c567-1.jpg,Mixed_Breed
Dog,3.0,Female,Brown,White,Unknown,Medium,No,No,Yes,Yes,Healthy,0.0,Tulip was found wandering at the USJ 1 factory area. She looks like a Jack Russell mix and most likely was abandoned by an irresponsible owner. Please contact Jocelyn at if interested to adopt.,2.0,e08c4940e-1.jpg,Mixed_Breed
Dog,1.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Please feel free to contact us : Stuart Stewie,4.0,a8ce7d647-1.jpg,Mixed_Breed
Dog,2.0,Female,Gray,White,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"The mother of Number 3 was rescued 2 months ago,looks tiny and aged about 2 year old. The rescuer don't know that the mother was pregnant and was putting her in car to send for spaying. At this crucial moment, the mother gave birth in the car, there are total 8 babies but all the rest are adopted. Number 3 is the 3rd baby and now she is looking for her lovely family. Does she catch your attention? She will need to go back to street if there is still no adopter",2.0,13469fc6a-1.jpg,Mixed_Breed
Dog,3.0,Male,Golden,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Timmy LOVES his mum, but it is time to find his own family. Will you give him a loving forever home? He is a sweet and healthy 3 month old boy. He is too young to be neutered, but when the time comes we will pay for the cost or take care of it for you. My friends and I have been taking care of Timmy, his mum and 5 brotheres, keeping them save and making sure they were raised happily, healthy and well fed. Please call Bella or Helena if you are interested.",2.0,26e02fdeb-2.jpg,Mixed_Breed
Dog,1.0,Female,Black,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Puppy about 4weeks+ female found at residence house area. healthy . the rescuer will pay the spay fees if u bring her to their clinic.,2.0,39ba962ef-1.jpg,Mixed_Breed
Dog,48.0,Female,Black,Brown,Unknown,Small,Yes,Yes,Yes,Yes,Healthy,0.0,Pinky was rescued from the DBKL pound in February. Lovely quiet and well-behaved dog. She underwent a surgery last month to remove a stone from her bladder. Fully recovered and looking for a nice home. Only for those willing to keep her indoor and has lots of love to give.,1.0,b66715e26-2.jpg,Pug
Dog,4.0,Male,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Here's a little puppy named Hero ready to snuggle right into your heart if you would only take him home. He is an active and a playful puppy and get along very well with other dogs. 4 months old Hero is currently being fostered and is urgently looking for a family to adopt. Free transportation will be provided for a serious adopter if you are from JB, Melaka, Seremban, PJ or KL. If you are interested, pls msg/watsapp to this number /. Thank you.",4.0,c18106b39-5.jpg,Mixed_Breed
Cat,4.0,Female,Brown,Gray,White,Medium,Yes,No,No,No,Healthy,0.0,"Candy was found roaming with her mother. Her mother is now spayed, however we are hoping that Candy will be able to find a home given her young age. I hope you can adhere to below: 1. Must be spayed 2. Must vaccinate her annually 3. Must keep her strictly indoor only for her welfare 4. Must not be kept in cage for too long 5. Must attend to her health and medical need (if any in the future, she is now healthy) 6. To avoid feeding low grade cat food (even mid range is appreciated) 7. To update me once in a while with her condition with photos Please give her a home and love, she will love you back unconditionally.",2.0,c6a3de42f-3.jpg,Domestic_Short_Hair
Dog,2.0,Male,Brown,White,Unknown,Medium,No,No,No,No,Healthy,0.0,Max is a cute mix breed puppy belonging to my sister-in-law. They have too many dogs and would like to find this cute boy a good home.,2.0,1882fa24c-3.jpg,Mixed_Breed
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,No,No,Yes,No,Healthy,0.0,Chocolate n tan puppy for adoption. Semi long hair.,1.0,6f14bc8cd-1.jpg,Mixed_Breed
Dog,29.0,Female,Brown,Cream,White,Medium,Yes,Yes,Yes,Unknown,Healthy,0.0,Obedient & good as safe guard housing compound,3.0,f6549ffdd-1.jpg,Mixed_Breed
Cat,2.0,Male,Yellow,White,Unknown,Large,Yes,No,Yes,Unknown,Healthy,0.0,pendiam. suka buat hal sendiri. lagak macho (ikut ayah dia). Kalau dh besar mesti jadi gentleman. kelakuan seperti kucing dewasa. sangat berhati hati dgn orang yg tak dikenali. Jumpa dia di kedai bersama ibu dan juga 3 ekor adik beradik.,2.0,5d45dae82-5.jpg,Domestic_Short_Hair
Dog,2.0,Male,Black,Brown,Unknown,Small,Yes,No,No,No,Healthy,0.0,"Puppy was found by the street in Subang, skin covered in fungus and he was so itchy almost his whole body was scratched and hurt badly. We took him home and brought him to the vet for injection and he was given medication daily to treat his skin. We wanted to make sure puppy is all healthy and free of any skin disease before we put him up for adoption. Now puppy is all happy, eating well and active. We hope we could find him a loving owner and forever home! For more info, please contact Sugee. Thank you!",4.0,64dbb2214-2.jpg,Mixed_Breed
Cat,24.0,Male,Gray,White,Unknown,Medium,Yes,No,No,Yes,Healthy,0.0,A little bit too 'manja'.,4.0,88819fc55-1.jpg,Domestic_Short_Hair
Dog,9.0,Male,Black,Unknown,Unknown,Large,Yes,Yes,Yes,Yes,Healthy,300.0,playful and active nature.not for family with young children.,1.0,63051e3ca-1.jpg,German_Shepherd_Dog
Dog,5.0,Female,Black,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,100.0,"Gabby is a beautiful sleek black puppy, estimated to be at 3 months old when she turned up. That was in March . Gabby is a lovely quiet dog that hardly barks. She loves to sit and watch us when we are gardening, or sit with us when we are at ease at the porch area. Our friends who visited us, remarked what a gentle soul Gabby is. The children had no problems playing with her as Gabby is not rough. We have recently had a BBQ party & we've received encouraging remarks that Gabby does not paw, bite or disturb any of the guests when they eat or drink. Gabby was lured to our neighborhood by an irresponsible family who was unable to care for her. We gave our home as Gabby's shelter, in order for Gabby to be safe from traffic, pedestrian abuse and harsh outdoor weather. This beautiful puppy is growing up in our compound and is turning out to be a gentle dog who loves long walks, tummy rubs, sitting with us during evenings, and lots of loving attention. We would like to find Gabby a forever home with a loving family as we are unable to be home at all times. Our job takes us on long outstation trips, and it makes it difficult for us to care for her in the long term. While we are not around, our neighbours are understanding enough to watch over her until we get back. Should anyone be interested in adopting this gentle black female pup, do contact me. I will reply as soon as I am able. FAQs Q : Is Gabby trained in anyway? A : Yes. Gabby's been sent for a Temperament Testing by a professional dog trainer. Gabby is also trained to know Basic Obedience commands (eg; Sit, Stay, Down...etc). Should Gabby's adoption be successful, the adopter will inherit her original file as proof of the training she has gone through, including the contacts of the dog trainer. Q : Will Gabby defecate / soil our porch area? A : No. We have trained her to understand that she is to do her business only while outside of the home. The adopter(s) must commit to walking Gabby twice a day. Once in the morning and once in the evening, everyday. Q : How long should these dog walks be? A : Anything from 15mins and above should do the trick. As long as Gabby gets her walks, gets to do her business, she will be a happy dog. And a happy dog makes a happy master :) Q : Is Gabby spayed, dewormed and generally checked for good health? A : Yes. Her medical records are all with our trusted vet. You will also be given her medical book for proof and as a reference to her visits to the vet. Q : Why the fees? A : We have taken pains to ensure that Gabby's properly vaccinated, dewormed, anti-flea/ticks, fed healthily, socialised (used to human interactions) and above all, trained for Basic Obedience commands to allow the adopter to have a much more easier time with the new pet. Our fees includes : 1. A sleeping cot 2. her favourite toys 3. medical book 4. file & certificate (certified by a pro trainer) 5. Walking leash & collar Q : I / We have never had a pet dog before, how will I know if I am doing the right thing? A : Don't worry. We will spend time with you and Gabby to teach you how to maintain her good habits and training in order for the transition to go smoothly. This will usually take about 2 to 3 hours. Should you have any questions, you may contact us for further advise as well. We will be happy to help you feel at ease with your newly adopted pet until you are ready to be on your own with Gabby. Temperament Testing & The Suitable Adopter : As Gabby has undergone a professional Temperament Test by our trusted dog trainer, we are delighted to share with you on the sort of suitable owner(s) she will be comfortable with. 1. If you are a family, your children should be at the age of 12 or above, and will not be afraid of dogs. All family members should also be responsible, take turns for practising & maintaining Gabby's training to ensure her obedience. 2. If you are a single person, you should be one of a stable routine & with a commitment to taking care of Gabby for the rest of her life. In return, you will have the most loyal and affectionate companion for life. 3. Gabby has been tested as a gentle dog with a friendly disposition. She is not aggressive nor is she territorial. She will love any attention you can give her, but she is also capable of being on her own most of the times as long as her basic needs (daily walks, food, drinks, play, training) are met. 4. Gabby is good on her own as the only dog in the household. If you have another dog, and would like to adopt Gabby as a companion, it would be advisable if your dog is also given a temperament test to determine if your dog is compatible with Gabby. Gabby is Not Good with aggressive and dominant dogs. Also note, if you wish to have Gabby as a companion to your existing dog, all her training could be for naught if your dog is not trained to listen to commands. Preferential treatment will render all of Gabby's training useless. 5. If you have a cat, have no fear! Gabby is friendly and docile towards felines of all kinds. In fact, Gabby is a cat-magnet in our neighbourhood. To date, she has ""rescued"" two kittens (one adopted, one in foster care) and is not aggressive towards cats, she just wants to play with them mostly. 6. Gabby has received the first Basic Obedience Training. Should you wish to pursue the next course, she is ready for the second stage : Intermediate Training (with more detailed & varied disciplinary commands). Requirements for adoption : As we have faced many set backs in regards to the adoption of our rescued pets, we would like for any potential adopters to meet these basic criterias before contacting us : 1. As an adopter, you should have your own landed property (not rental - neither owned by the company you work for nor renting under another name). This is to avoid any future problems such as re-homing the pet. 2. As an adopter, you should have a stable & existing job to provide for the adopted pet's every need. 3. Adopted pets should never ever be abandoned again if you feel incapable in providing for them. 4. As an adopter, you must realise that when you take on a pet, they will be an addition to your life in every aspect of every way. Adopting a pet is akin to adopting another family member. Love is not enough as all manner of care, responsibility & commitment to their happiness will be in your hands. If you have any doubts, please carefully reconsider all these points mentioned above, so that we may spare the pet (and us) of any unnecessary stress. We love all of our rescues and treat them like our own kids, but we also discipline them without favour. We'd like you to think of them as your own kids too.",4.0,86547ad6d-5.jpg,Mixed_Breed
Cat,17.0,Female,Black,White,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,Pretty meow was suspected to be dumped at a park when she got pregnant. She has since given birth and is a very loving and beautiful mum with unique markings on her nose and chin. She loves to be pet and is very human friendly. Looking for a cat lover to give her a permanent loving home. No foreigners or students staying  hostel please.,2.0,16fb340bf-5.jpg,Domestic_Short_Hair
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,No,No,Yes,No,Healthy,0.0,For Adoption,3.0,1b8ef81e3-2.jpg,Mixed_Breed
Dog,1.0,Female,Black,White,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Latte is an extremely smart and happy puppy. Excellent watchdog. She currently weighs about 20 kgs. Active, very alert and clever. Loves to be with people, follow you around and easy to train. Good as a single dog. Toilet trained on grass. Great as family dog cum watchdog. Vaccination and neutering are compulsory, cost to be borne by adopter. Please call if you can give her a good home.",4.0,4733d5e7a-2.jpg,Dalmatian
Dog,5.0,Female,Brown,Cream,White,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Louisa girl were rescued from the street & are looking for a loving forever home! She is extremely lovable, smart & enjoy being cuddled! She's gonna grow up to be even more beautiful than this. Please help her to find her forever home by sharing this post widely. Please contact if you can ensure her a good life and we are sure what she will give you in return is what money can't buy. Adoption saves life! Txs!",4.0,80bf7a371-1.jpg,Mixed_Breed
Cat,1.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Hermione is named after Hermione Granger of Harry Potter books because she's got brown hair, gutsy and smart. She is a perfect healthy kitten that loves to play. She's got a loud purr and loves to run and investigate everything. Hermione is comfortable with young children because she is looked after by 2 young kids. She is now looking for a loving forever home. Basic facts: Estimated date of birth: 6 Jan De-wormed on 20 Feb Litter box expert user",2.0,5297d9ba8-3.jpg,Domestic_Short_Hair
Cat,12.0,Male,Golden,White,Unknown,Medium,Yes,Unknown,Yes,No,Healthy,0.0,"Found it stray at the corner of closing shop. Don't have enough to manage him.Quiet flabby. Have been feeding him with Blackwood. n interested, please call me at.",4.0,0c0508818-1.jpg,Tabby
Cat,2.0,Female,Black,White,Unknown,Small,Yes,Yes,Yes,No,Healthy,0.0,"*Birth: 20 January *Stayed with mother and sibling 9weeks, stay with mother now. *Be kept indoor. #1st Vaccine done: 26 March (weight: 1.1kg) -Very friendly, active and playful. -Love being stroked. -Can eat the dry kitten food and drink water from a bowl. -Toilet trained to use the cat litter box.",3.0,6d1c281f9-1.jpg,Domestic_Short_Hair
Dog,3.0,Male,Brown,Golden,Unknown,Medium,Yes,Yes,Yes,Unknown,Minor Injury,0.0,"This puppy is rescued from Gasing Hill, when we found it, the back of the skin was ripped off and we took it to the vet immediately, the wound is now a lot better and it needs a home. so any kind person who in interested in adopting a puppy please contact me. it is a very cute puppy. 24/8/15** update, his wound has fully recovered and is a healthy puppy!",4.0,0cda0894a-9.jpg,Mixed_Breed
Dog,24.0,Male,Black,Brown,Yellow,Medium,No,No,Yes,No,Healthy,100.0,"This dog is very very handsome (to me) and he is very cheeky. Because everytime I closed the gate, he will take opportunity to come into my car porch. He is one of the stray dogs in front of my house, which I love him the most and I wamt the best for him. Hope someone will adopt him and give him a home, treat him like a family member.",4.0,56d7f894f-2.jpg,Mixed_Breed
Cat,5.0,Male,Yellow,White,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,100.0,Really friendly and cheeky and playful. Likes to play alot and cuddle.,4.0,30b9fbf81-1.jpg,Domestic_Short_Hair
Dog,4.0,Male,Brown,Cream,Gray,Small,Unknown,Unknown,Yes,No,Healthy,500.0,Just rescued this little guy from a breeder! Hes only a baby around 3-4 months. We nursed him back to health but he still has a slight flea problem which can be cured. I already have a dog so i cant keep him. Hes very cute. Hes not used to being around people as he was in a cage for so long so he is abit scared. Looking for a loving home ! Rm Location: damansara jaya whatsapp,4.0,9593c0350-2.jpg,Shih_Tzu
Cat,18.0,Female,Black,Golden,White,Medium,Yes,No,No,Yes,Healthy,0.0,A lovely and friendly cat. Allow people to touch or hug her. Never attack people,4.0,85594fcaf-1.jpg,Domestic_Short_Hair
Dog,3.0,Female,Black,White,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Active, healthy and great appetite for food. Boomer was found together with Boozer at the side of the highway curled up together 4 weeks ago. they are now looking for a good home.",3.0,d5c4ef4c0-7.jpg,Mixed_Breed
Cat,4.0,Male,Black,Yellow,Gray,Medium,Yes,No,No,No,Healthy,0.0,male dsh..,0.0,9c336beb7-1.jpg,Domestic_Short_Hair
Dog,9.0,Male,Brown,Golden,Unknown,Small,No,No,Yes,No,Healthy,0.0,"Hi all,Babyboy is now looking for a good home since the owner is moving to an apartment,he is very alert & friendly..his father is a mongrel mixed & mother is a mini terrier ..please contact vivienne for more details about BabyBoy..",2.0,f3abe5d8c-1.jpg,Terrier
Dog,2.0,Male,Brown,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Background: Unsure, as he was a rescued puppy Wolfie is a curious and playful pup. As much as he likes his personal space, he loves to be cuddled. I'm hoping to find him a good and loving home.",1.0,ca4224e0b-1.jpg,Mixed_Breed
Cat,4.0,Female,Black,Brown,Yellow,Small,Yes,No,No,No,Healthy,0.0,very loving kitten and loves to eat :D,4.0,1de8d0099-1.jpg,Domestic_Short_Hair
Cat,2.0,Male,Gray,White,Unknown,Medium,Yes,No,Yes,No,Healthy,50.0,"An Adorable domestic short hair kitten looking for new home. Lips Marks Boy is a 2 months old male kitten. He has short, thick, snowy white fur with unique ""Lips"" marks on his back, so we give him the name Sexy Lips Boy. He has a straight, fluffy long tail. He has his flea treatment done and was de-wormed on 9/5/. He is feeding on kibbles already, but sometimes we give him canned fish as treat. He is healthy, very active and playful. He likes to bite shoes like a puppy. He is under toilet training now (potty) & ready to go anytime. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",1.0,f6db28991-4.jpg,Domestic_Short_Hair
Cat,36.0,Female,Black,White,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,"I'm now having 8 cats right now but I don't have time to take care of so much cats because I'm a student, so I'm giving Delisha and 4 of her kittens. So I'd like to rehome them to a very lovely owner. So the one that I'm giving is Korat breed, quite rare to find. The colour looks litte bit like British Short hair, but she is not BSH, just look like.The kittens are domestic long hair. So if you are interested, please contact me/whatsapp me at. You also can come to my house to have a look at Jalan Klang Lama. Thanks. Regard, Luqman.",4.0,4f6a0e54d-1.jpg,Korat
Dog,12.0,Male,Cream,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Figo is an athletic dog with a well-built body, active and playful. Street-smart, good-natured and loyal. He is alert, enjoys going for walks and makes a great watchdog. He was found in PJ and we can't track his owner. Has had his basic obedience training. Please give this boy a good home.",3.0,e2bcb9213-5.jpg,Mixed_Breed
Dog,2.0,Female,Black,Brown,Unknown,Medium,No,Unknown,Unknown,No,Healthy,0.0,Beautiful and lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel,3.0,0c64a0f1b-2.jpg,Mixed_Breed
Dog,60.0,Male,Gray,Unknown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Looking for a temporary foster home from September to the end of October. He is a very obedient, well-behaved and quiet dog. Lots of fun to have around. Looking for a nice home for two months, expenditure with regards to food will be covered.",4.0,dae92dd61-1.jpg,Schnauzer
Dog,2.0,Male,Black,Brown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Poor fella was wondering around a dumpsite alone and ran towards my car when I approached the area. Some Mamak restaurant workers were throwing rubbish at him when I found him. He's quite a happy puppy though he was alone. Seems to be quite smart in understanding and picking up instructions too. Very joyful but doesn't bark, though it's not because he doesn't have a voice. Healthy, vaccinated and dewormed. URGENT need of an adopter as he doesn't have a place to live now.",2.0,6c196faec-8.jpg,Mixed_Breed
Cat,16.0,Male,Cream,Unknown,Unknown,Large,Unknown,No,No,Yes,Healthy,0.0,"We have been looking after Cotton since he was 3 months old. His mother is a stray Persian-like cat who gave birth and brought the kittens by our house when they were about 3 months old. We have decided to put Cotton up for adoption as we have many other stray cats which we have been taking care of, and we would like to see Cotton in a happy home with fewer cats. Cotton is a long-haired, soft and fluffy cat. He is very passive and can be a bit scared in new environments, but does tend to adjust over a short period to new places and new people. He likes to be in a quiet, calm place. He is also very affectionate and playful. He has not been vaccinated yet, but he is neutered. He knows how to use a litter tray and never ever messes anywhere nor sprays/ marks.",0.0,72ae87d2b-4.jpg,Persian
Cat,2.0,Female,Gray,White,Unknown,Medium,Unknown,No,No,No,Healthy,450.0,"Date of Birth :30hb 0ct No transportation services. Open for booking, deposit is required :) Location = Penang Island ( pick up here recommended) Feel free to ask  contact me :(text only)",2.0,45217971b-3.jpg,Persian
Cat,3.0,Male,Gray,White,Unknown,Medium,Yes,No,Yes,No,Minor Injury,0.0,"Little Smokey was found on Thursday morning September , curled up into a tight little ball by the roadside in kampung segambut dalam. He was alone and looked very vulnerable. I was on my way to work when i saw him and stopped to pick him up. I was still near home so i decided to turn around and bring him to my house instead of bringing him to work.. As i drove, he cautiously crept over from his seat and crawled onto my lap where he began purring loudly. he's such a sweet and appreciative little furball!! Smokey loves being cuddled and hugged. He'll come and sit on your lap anytime you're not moving. He's not afraid of other cats or even dogs.. In fact on his first day at my house he initiated friendship with my foster dog Molly. Smokey has a good appetite and playful affectionate demeanor. He is litter trained and loves attention from people. He's on the quiet side but very sociable and loves to explore. Interested parties can sms or email me. A brief introduction of yourself and your experience with cats is greatly appreciated. Vaccinations and neutering at 6months are compulsory for adoption. There are already too many stray homeless kittens like smokey starving and suffering in the streets.. Preferably INDOOR only. No cage confinement please, except in incidences of illness or injury. Adoption procedure: - Set up a meeting with me and smokey. - See if potential adopter and smokey are suitable for each other. - Succesful adopter will then have to meet us at my vet in order to get smokey vaccinated before being able to take smokey home. Cost to be borne by adopter.",2.0,1533ebfd4-8.jpg,Domestic_Short_Hair
Cat,4.0,Male,Black,Gray,White,Medium,No,No,No,No,Healthy,0.0,Finding new owner .,2.0,552ac34a1-1.jpg,Domestic_Medium_Hair
Dog,2.0,Female,Black,Brown,Unknown,Medium,No,No,Yes,No,Healthy,0.0,FOR ADOPTION,2.0,3ff737b0e-3.jpg,Mixed_Breed
Cat,2.0,Male,Golden,Yellow,White,Small,Yes,No,No,No,Healthy,0.0,"Salam buat semua. Sy telah rescue seekor anak kucing tanpa ibu. Sy terdengar bunyi anak kucing yg sgt kuat selama 2 hari. Akhirnya sy jumpa anak kucing ini berhampiran rumah sy. Sy telah menjaganya selama seminggu. Sy lihat dia pandai menggunakan pasir dan makan kibbles. Umur lingkungan 2bln. Jantina jantan. Sesiapa yg sudi adopt anak kecil ini,sila whatsapp sy. Sy sudi hantar jika area PJ dan berdekatan.",4.0,4d580adec-1.jpg,Domestic_Short_Hair
Dog,9.0,Male,Brown,Unknown,Unknown,Small,Yes,Yes,Yes,No,Healthy,50.0,"Zorro is a loving and loyal dog adopted from Sadly we do not have the time to keep him occupied, and he is not getting the full love and attention he deserves and it is not fair on him. The original rescuers are aware of him going for adoption. He sits and comes on command, and we want a loving family that can keep him in the house. We will be very sad to see him go. He is the most energetic and exciting dog i have ever met, a special trait of his being able to stand on two legs for long periods of time!",4.0,1c107ce2b-4.jpg,Schnauzer
